timestamp	ch1	ch2	ch3
00:00:00.000	1.315018	1.292308	1.283516
00:00:00.002	1.301832	1.294505	1.295971
00:00:00.002	1.297436	1.301099	1.317216
00:00:00.002	1.295238	1.300366	1.306227
00:00:00.003	1.317949	1.323077	1.330403
00:00:00.003	1.317949	1.328938	1.331868
00:00:00.003	1.318681	1.323077	1.302564
00:00:00.003	1.317949	1.317949	1.161905
00:00:00.004	1.323810	1.320147	1.256410
00:00:00.004	1.322344	1.309890	1.331868
00:00:00.004	1.321612	1.296703	1.325275
00:00:00.004	1.314286	1.301099	1.295971
00:00:00.005	1.315751	1.362637	1.320147
00:00:00.005	1.315018	1.350916	1.328938
00:00:00.005	1.315018	1.290842	1.323810
00:00:00.006	1.309158	1.251282	1.311355
00:00:00.006	1.319414	1.249817	1.317216
00:00:00.006	1.317216	1.263004	1.287912
00:00:00.010	1.300366	1.293773	1.289377
00:00:00.010	1.323077	1.361905	1.311355
00:00:00.010	1.314286	1.350916	1.317216
00:00:00.010	1.312088	1.309890	1.322344
00:00:00.010	1.309890	1.292308	1.321612
00:00:00.010	1.323810	1.353114	1.335531
00:00:00.010	1.313553	1.430037	1.317949
00:00:00.010	1.322344	1.413187	1.326740
00:00:00.010	1.316484	1.292308	1.328938
00:00:00.010	1.312088	1.204396	1.345788
00:00:00.010	1.317949	1.187546	1.347253
00:00:00.011	1.306960	1.170696	1.296703
00:00:00.011	1.304762	1.206593	1.230037
00:00:00.011	1.306227	1.298901	1.201465
00:00:00.012	1.312821	1.330403	1.271795
00:00:00.012	1.306227	1.346520	1.315751
00:00:00.012	1.320879	1.367033	1.329670
00:00:00.013	1.318681	1.340659	1.308425
00:00:00.013	1.310623	1.330403	1.273993
00:00:00.013	1.309158	1.315751	1.287912
00:00:00.014	1.308425	1.318681	1.327473
00:00:00.014	1.298168	1.320879	1.323810
00:00:00.015	1.320147	1.371429	1.328205
00:00:00.015	1.312821	1.376557	1.323810
00:00:00.015	1.312088	1.362637	1.317949
00:00:00.016	1.316484	1.383150	1.317949
00:00:00.016	1.320879	1.362637	1.304029
00:00:00.016	1.323077	1.312821	1.273260
00:00:00.017	1.304762	1.235897	1.283516
00:00:00.017	1.315018	1.196337	1.306960
00:00:00.017	1.308425	1.199267	1.316484
00:00:00.018	1.306227	1.191209	1.322344
00:00:00.050	1.315751	1.236630	1.323077
00:00:00.050	1.307692	1.336264	1.315751
00:00:00.051	1.312821	1.317216	1.305495
00:00:00.051	1.308425	1.314286	1.306960
00:00:00.051	1.309890	1.301832	1.309890
00:00:00.052	1.315751	1.300366	1.303297
00:00:00.052	1.314286	1.303297	1.295971
00:00:00.052	1.316484	1.335531	1.298168
00:00:00.053	1.314286	1.371429	1.305495
00:00:00.053	1.315751	1.404396	1.319414
00:00:00.054	1.300366	1.387546	1.317216
00:00:00.054	1.300366	1.372894	1.318681
00:00:00.054	1.309158	1.329670	1.309158
00:00:00.055	1.331868	1.257143	1.300366
00:00:00.055	1.316484	1.279121	1.299634
00:00:00.055	1.315018	1.292308	1.311355
00:00:00.056	1.303297	1.317949	1.309158
00:00:00.056	1.320879	1.326740	1.304762
00:00:00.056	1.313553	1.320147	1.300366
00:00:00.057	1.318681	1.328205	1.304762
00:00:00.057	1.315751	1.341392	1.313553
00:00:00.057	1.317949	1.330403	1.302564
00:00:00.058	1.314286	1.289377	1.304029
00:00:00.058	1.318681	1.265201	1.304029
00:00:00.059	1.313553	1.300366	1.304762
00:00:00.059	1.311355	1.292308	1.300366
00:00:00.060	1.316484	1.271062	1.305495
00:00:00.060	1.304029	1.300366	1.295971
00:00:00.060	1.309890	1.341392	1.308425
00:00:00.060	1.309890	1.281319	1.307692
00:00:00.061	1.312821	1.240293	1.309158
00:00:00.061	1.312821	1.243956	1.298901
00:00:00.061	1.315751	1.265934	1.312088
00:00:00.062	1.305495	1.265201	1.315751
00:00:00.062	1.312088	1.284249	1.320147
00:00:00.062	1.315751	1.336264	1.317216
00:00:00.063	1.319414	1.421245	1.326740
00:00:00.063	1.318681	1.396337	1.323810
00:00:00.064	1.312821	1.332601	1.343590
00:00:00.064	1.317216	1.315751	1.334066
00:00:00.064	1.313553	1.287912	1.280586
00:00:00.065	1.309890	1.285714	1.253480
00:00:00.065	1.307692	1.301099	1.249084
00:00:00.065	1.316484	1.328205	1.286447
00:00:00.068	1.312088	1.315018	1.314286
00:00:00.068	1.310623	1.260073	1.317216
00:00:00.068	1.310623	1.273993	1.317216
00:00:00.068	1.320147	1.319414	1.322344
00:00:00.068	1.322344	1.335531	1.316484
00:00:00.068	1.317216	1.351648	1.322344
00:00:00.101	1.322344	1.342125	1.315018
00:00:00.101	1.315018	1.317216	1.310623
00:00:00.101	1.320879	1.287179	1.312088
00:00:00.101	1.316484	1.276190	1.304029
00:00:00.101	1.318681	1.298168	1.300366
00:00:00.101	1.315751	1.309158	1.293773
00:00:00.102	1.313553	1.306960	1.304762
00:00:00.102	1.305495	1.315018	1.306227
00:00:00.103	1.318681	1.345788	1.320879
00:00:00.107	1.311355	1.339927	1.318681
00:00:00.107	1.303297	1.325275	1.307692
00:00:00.107	1.310623	1.313553	1.287912
00:00:00.107	1.315018	1.305495	1.295238
00:00:00.107	1.316484	1.315751	1.317949
00:00:00.107	1.317216	1.306227	1.320147
00:00:00.107	1.317949	1.318681	1.310623
00:00:00.107	1.312821	1.308425	1.302564
00:00:00.107	1.312088	1.298901	1.289377
00:00:00.107	1.317216	1.295971	1.317949
00:00:00.107	1.317216	1.286447	1.323810
00:00:00.107	1.314286	1.287179	1.329670
00:00:00.107	1.323077	1.315018	1.331136
00:00:00.108	1.305495	1.319414	1.323810
00:00:00.108	1.312088	1.334066	1.315751
00:00:00.108	1.309158	1.312821	1.309158
00:00:00.109	1.312088	1.278388	1.271795
00:00:00.109	1.309890	1.291575	1.230037
00:00:00.109	1.313553	1.315018	1.272527
00:00:00.110	1.317949	1.317949	1.301832
00:00:00.110	1.317216	1.326740	1.323810
00:00:00.110	1.313553	1.323810	1.325275
00:00:00.111	1.316484	1.339927	1.308425
00:00:00.111	1.317949	1.388278	1.311355
00:00:00.112	1.317216	1.387546	1.306960
00:00:00.112	1.316484	1.301832	1.307692
00:00:00.112	1.314286	1.199267	1.327473
00:00:00.113	1.302564	1.184615	1.336264
00:00:00.113	1.311355	1.220513	1.326740
00:00:00.113	1.309158	1.250549	1.300366
00:00:00.114	1.317949	1.338462	1.300366
00:00:00.114	1.322344	1.380220	1.317216
00:00:00.114	1.320147	1.369231	1.268864
00:00:00.115	1.318681	1.336264	1.290842
00:00:00.115	1.320879	1.322344	1.317949
00:00:00.115	1.315018	1.317949	1.320147
00:00:00.116	1.304762	1.310623	1.316484
00:00:00.116	1.316484	1.300366	1.313553
00:00:00.116	1.315751	1.299634	1.312821
00:00:00.117	1.315751	1.307692	1.315751
00:00:00.117	1.320879	1.316484	1.314286
00:00:00.149	1.316484	1.320879	1.312821
00:00:00.150	1.315018	1.330403	1.289377
00:00:00.150	1.312088	1.351648	1.272527
00:00:00.150	1.319414	1.347985	1.306960
00:00:00.151	1.314286	1.318681	1.306227
00:00:00.151	1.320879	1.294505	1.317949
00:00:00.152	1.305495	1.287179	1.310623
00:00:00.152	1.297436	1.283516	1.303297
00:00:00.152	1.309890	1.298168	1.309158
00:00:00.153	1.303297	1.293773	1.302564
00:00:00.153	1.312821	1.309890	1.306960
00:00:00.153	1.317216	1.312821	1.309158
00:00:00.154	1.311355	1.315751	1.306960
00:00:00.154	1.309158	1.312821	1.296703
00:00:00.154	1.312088	1.312821	1.302564
00:00:00.155	1.306960	1.297436	1.293040
00:00:00.155	1.311355	1.306960	1.293040
00:00:00.155	1.318681	1.314286	1.300366
00:00:00.156	1.319414	1.306227	1.306960
00:00:00.156	1.311355	1.313553	1.316484
00:00:00.157	1.298168	1.309158	1.320147
00:00:00.157	1.308425	1.300366	1.318681
00:00:00.157	1.314286	1.268864	1.326740
00:00:00.158	1.317216	1.282784	1.329670
00:00:00.158	1.323810	1.312821	1.311355
00:00:00.158	1.315018	1.328205	1.308425
00:00:00.159	1.301832	1.342125	1.307692
00:00:00.159	1.310623	1.300366	1.290842
00:00:00.159	1.327473	1.281319	1.302564
00:00:00.161	1.312088	1.284982	1.306960
00:00:00.161	1.329670	1.328205	1.306227
00:00:00.161	1.326740	1.338462	1.307692
00:00:00.161	1.306227	1.331868	1.297436
00:00:00.161	1.315751	1.331136	1.310623
00:00:00.165	1.311355	1.326007	1.304762
00:00:00.165	1.301099	1.290110	1.303297
00:00:00.165	1.297436	1.306227	1.312821
00:00:00.165	1.310623	1.427839	1.308425
00:00:00.165	1.322344	1.526007	1.325275
00:00:00.165	1.320147	1.468864	1.309158
00:00:00.165	1.306227	1.282784	1.300366
00:00:00.165	1.312821	1.147253	1.306227
00:00:00.165	1.304029	1.062271	1.308425
00:00:00.165	1.307692	1.074725	1.300366
00:00:00.165	1.297436	1.116484	1.299634
00:00:00.165	1.304762	1.263004	1.306960
00:00:00.166	1.308425	1.344322	1.306227
00:00:00.166	1.317949	1.355311	1.307692
00:00:00.171	1.320879	1.352381	1.310623
00:00:00.171	1.321612	1.354579	1.311355
