timestamp	ch1	ch2	ch3
00:00:00.000	1.298168	1.273260	1.304762
00:00:00.000	1.295238	1.318681	1.298168
00:00:00.000	1.298168	1.359707	1.306227
00:00:00.000	1.284982	1.358242	1.300366
00:00:00.001	1.300366	1.340659	1.305495
00:00:00.001	1.312088	1.301099	1.295238
00:00:00.002	1.326007	1.287179	1.300366
00:00:00.002	1.323077	1.265934	1.290842
00:00:00.002	1.318681	1.243223	1.293040
00:00:00.003	1.317949	1.227106	1.290842
00:00:00.003	1.308425	1.224176	1.285714
00:00:00.003	1.295971	1.238828	1.290842
00:00:00.004	1.306960	1.303297	1.318681
00:00:00.004	1.306227	1.341392	1.318681
00:00:00.004	1.304029	1.336264	1.320147
00:00:00.005	1.309890	1.315751	1.314286
00:00:00.005	1.304029	1.306227	1.317216
00:00:00.006	1.306960	1.300366	1.305495
00:00:00.006	1.316484	1.304762	1.312821
00:00:00.006	1.307692	1.296703	1.290842
00:00:00.008	1.324542	1.312821	1.295238
00:00:00.008	1.302564	1.306227	1.295238
00:00:00.008	1.305495	1.317949	1.297436
00:00:00.009	1.317949	1.334066	1.295238
00:00:00.009	1.324542	1.342125	1.304029
00:00:00.009	1.295971	1.328205	1.293773
00:00:00.009	1.305495	1.326740	1.296703
00:00:00.010	1.302564	1.328938	1.300366
00:00:00.010	1.304762	1.309158	1.297436
00:00:00.044	1.306960	1.292308	1.295238
00:00:00.044	1.311355	1.276923	1.309890
00:00:00.044	1.309890	1.267399	1.315018
00:00:00.044	1.301832	1.265934	1.313553
00:00:00.044	1.306960	1.268132	1.310623
00:00:00.044	1.303297	1.269597	1.312821
00:00:00.044	1.309158	1.293773	1.306227
00:00:00.044	1.314286	1.306227	1.312821
00:00:00.044	1.303297	1.304029	1.306227
00:00:00.045	1.290110	1.291575	1.290842
00:00:00.045	1.279853	1.311355	1.301832
00:00:00.046	1.282784	1.320147	1.287179
00:00:00.046	1.310623	1.334799	1.304762
00:00:00.046	1.323810	1.329670	1.295971
00:00:00.047	1.364103	1.353114	1.309158
00:00:00.047	1.378022	1.350183	1.305495
00:00:00.047	1.347253	1.325275	1.309890
00:00:00.048	1.319414	1.313553	1.312821
00:00:00.048	1.253480	1.290110	1.298901
00:00:00.048	1.289377	1.294505	1.314286
00:00:00.049	1.298168	1.268864	1.300366
00:00:00.049	1.292308	1.263736	1.306960
00:00:00.049	1.311355	1.285714	1.309158
00:00:00.050	1.316484	1.307692	1.309890
00:00:00.050	1.322344	1.339194	1.288645
00:00:00.051	1.330403	1.359707	1.310623
00:00:00.051	1.320879	1.321612	1.314286
00:00:00.051	1.306227	1.295971	1.323077
00:00:00.052	1.267399	1.259341	1.300366
00:00:00.052	1.286447	1.290842	1.300366
00:00:00.052	1.320879	1.311355	1.310623
00:00:00.053	1.356044	1.309890	1.290842
00:00:00.053	1.394139	1.301099	1.287179
00:00:00.053	1.378022	1.295971	1.292308
00:00:00.054	1.341392	1.321612	1.307692
00:00:00.054	1.298168	1.317216	1.320879
00:00:00.054	1.243223	1.299634	1.325275
00:00:00.055	1.255678	1.295971	1.309158
00:00:00.055	1.249084	1.251282	1.308425
00:00:00.056	1.181685	1.232234	1.290110
00:00:00.056	1.228571	1.261538	1.297436
00:00:00.056	1.289377	1.265201	1.291575
