timestamp	ch1	ch2	ch3
00:00:00.000	1.330403	1.286447	1.306960
00:00:00.000	1.304029	1.285714	1.309890
00:00:00.001	1.296703	1.298168	1.304762
00:00:00.001	1.293040	1.314286	1.306960
00:00:00.001	1.293040	1.316484	1.317949
00:00:00.002	1.293773	1.303297	1.312821
00:00:00.002	1.281319	1.276923	1.304029
00:00:00.002	1.259341	1.286447	1.305495
00:00:00.003	1.266667	1.299634	1.299634
00:00:00.003	1.290842	1.312088	1.306960
00:00:00.004	1.337729	1.321612	1.302564
00:00:00.004	1.353114	1.339194	1.295971
00:00:00.004	1.335531	1.359707	1.301832
00:00:00.005	1.332601	1.345788	1.298901
00:00:00.005	1.331136	1.327473	1.299634
00:00:00.005	1.285714	1.300366	1.298901
00:00:00.006	1.275458	1.300366	1.303297
00:00:00.006	1.318681	1.295238	1.305495
00:00:00.006	1.332601	1.291575	1.308425
00:00:00.007	1.260806	1.269597	1.299634
00:00:00.007	1.260073	1.269597	1.307692
00:00:00.007	1.306227	1.280586	1.307692
00:00:00.008	1.334799	1.270330	1.300366
00:00:00.008	1.364835	1.279853	1.312088
00:00:00.009	1.368498	1.281319	1.305495
00:00:00.009	1.326740	1.287912	1.294505
00:00:00.009	1.314286	1.320147	1.306960
00:00:00.010	1.273993	1.319414	1.302564
00:00:00.010	1.267399	1.315018	1.298168
00:00:00.010	1.283516	1.309158	1.290842
00:00:00.011	1.279853	1.318681	1.282784
00:00:00.011	1.330403	1.378022	1.300366
00:00:00.011	1.317949	1.355311	1.303297
00:00:00.012	1.348718	1.328938	1.306227
00:00:00.012	1.369963	1.309158	1.289377
00:00:00.012	1.340659	1.270330	1.300366
00:00:00.013	1.329670	1.253480	1.318681
00:00:00.013	1.312088	1.247619	1.320879
00:00:00.045	1.296703	1.252747	1.332601
00:00:00.046	1.284249	1.260073	1.315751
00:00:00.046	1.275458	1.304029	1.315018
00:00:00.046	1.279853	1.330403	1.326007
00:00:00.047	1.290110	1.347253	1.318681
00:00:00.048	1.294505	1.357509	1.271062
00:00:00.048	1.306227	1.346520	1.285714
00:00:00.048	1.298168	1.317949	1.296703
00:00:00.048	1.306960	1.280586	1.290842
00:00:00.049	1.323077	1.264469	1.296703
00:00:00.050	1.320879	1.290842	1.299634
00:00:00.050	1.306227	1.302564	1.305495
00:00:00.050	1.299634	1.296703	1.307692
00:00:00.050	1.288645	1.292308	1.308425
00:00:00.050	1.297436	1.302564	1.305495
00:00:00.053	1.310623	1.344322	1.310623
00:00:00.053	1.302564	1.334799	1.309158
00:00:00.053	1.320879	1.309158	1.314286
00:00:00.053	1.339927	1.298168	1.310623
00:00:00.053	1.322344	1.278388	1.298901
00:00:00.055	1.301832	1.268132	1.280586
00:00:00.055	1.304029	1.280586	1.287912
00:00:00.055	1.280586	1.266667	1.284982
00:00:00.055	1.280586	1.273260	1.327473
00:00:00.055	1.301832	1.278388	1.313553
00:00:00.055	1.340659	1.298168	1.309158
00:00:00.055	1.336264	1.334799	1.300366
00:00:00.055	1.301099	1.338462	1.291575
00:00:00.055	1.309890	1.356777	1.302564
00:00:00.059	1.337729	1.363370	1.299634
00:00:00.059	1.320147	1.336264	1.300366
00:00:00.059	1.291575	1.322344	1.312088
00:00:00.059	1.321612	1.292308	1.315751
00:00:00.059	1.328205	1.283516	1.319414
00:00:00.059	1.374359	1.280586	1.313553
00:00:00.059	1.370696	1.286447	1.304762
00:00:00.059	1.312088	1.294505	1.299634
00:00:00.059	1.248352	1.305495	1.301099
00:00:00.059	1.235897	1.315751	1.300366
00:00:00.059	1.239560	1.294505	1.291575
00:00:00.060	1.217582	1.284249	1.293040
00:00:00.060	1.272527	1.292308	1.289377
00:00:00.060	1.367033	1.318681	1.280586
00:00:00.061	1.400000	1.331868	1.291575
00:00:00.061	1.421245	1.316484	1.289377
00:00:00.061	1.387546	1.319414	1.309158
00:00:00.063	1.316484	1.338462	1.312088
00:00:00.063	1.258608	1.324542	1.313553
00:00:00.063	1.235897	1.299634	1.312821
00:00:00.063	1.239560	1.309890	1.314286
00:00:00.095	1.293773	1.315018	1.315751
00:00:00.095	1.347253	1.272527	1.298168
00:00:00.096	1.372894	1.287179	1.317216
00:00:00.096	1.347253	1.292308	1.311355
00:00:00.097	1.331136	1.282784	1.308425
00:00:00.097	1.342125	1.299634	1.297436
00:00:00.097	1.304762	1.287912	1.297436
00:00:00.098	1.268864	1.307692	1.290842
00:00:00.098	1.227839	1.306227	1.290842
00:00:00.098	1.286447	1.297436	1.284982
00:00:00.099	1.293040	1.300366	1.280586
00:00:00.099	1.277656	1.253480	1.270330
00:00:00.099	1.273260	1.275458	1.282051
00:00:00.100	1.298168	1.274725	1.271062
00:00:00.100	1.354579	1.303297	1.290842
00:00:00.100	1.389011	1.270330	1.311355
00:00:00.101	1.359707	1.263004	1.370696
00:00:00.101	1.326740	1.331136	1.367033
00:00:00.102	1.279121	1.321612	1.347253
00:00:00.102	1.288645	1.320879	1.326740
00:00:00.102	1.304029	1.301832	1.309158
00:00:00.103	1.281319	1.302564	1.309890
00:00:00.103	1.283516	1.319414	1.300366
00:00:00.103	1.300366	1.328938	1.278388
00:00:00.104	1.324542	1.356777	1.295971
00:00:00.104	1.328205	1.313553	1.293040
00:00:00.104	1.300366	1.290110	1.296703
00:00:00.105	1.300366	1.315751	1.302564
00:00:00.105	1.279853	1.316484	1.294505
00:00:00.106	1.281319	1.309890	1.307692
00:00:00.106	1.283516	1.296703	1.311355
00:00:00.106	1.257875	1.263736	1.304762
00:00:00.107	1.325275	1.273993	1.305495
00:00:00.107	1.418315	1.298901	1.293040
00:00:00.107	1.425641	1.320147	1.292308
00:00:00.108	1.369231	1.341392	1.304762
00:00:00.108	1.287912	1.405861	1.320147
00:00:00.108	1.234432	1.384615	1.307692
00:00:00.109	1.213919	1.320879	1.308425
00:00:00.109	1.242491	1.284982	1.311355
00:00:00.109	1.271062	1.300366	1.310623
00:00:00.110	1.306960	1.324542	1.322344
00:00:00.110	1.346520	1.318681	1.303297
00:00:00.111	1.341392	1.259341	1.282784
00:00:00.111	1.355311	1.228571	1.295971
00:00:00.111	1.343590	1.228571	1.289377
00:00:00.112	1.325275	1.268132	1.300366
00:00:00.112	1.325275	1.311355	1.304029
00:00:00.112	1.306960	1.332601	1.309890
00:00:00.113	1.309158	1.337729	1.308425
00:00:00.146	1.293773	1.326740	1.295971
00:00:00.146	1.321612	1.339194	1.310623
00:00:00.146	1.310623	1.292308	1.296703
00:00:00.147	1.317949	1.278388	1.293773
00:00:00.147	1.342125	1.310623	1.299634
00:00:00.147	1.361905	1.321612	1.284982
00:00:00.147	1.393407	1.332601	1.307692
00:00:00.147	1.350183	1.312821	1.306227
00:00:00.149	1.273260	1.269597	1.279121
00:00:00.149	1.236630	1.255678	1.286447
00:00:00.149	1.214652	1.301099	1.294505
00:00:00.149	1.233700	1.306960	1.287912
