1782333884.828913,1803
1782333884.830221,1818
1782333884.831528,1839
1782333884.832829,1832
1782333884.834116,1855
1782333884.834123,1877
1782333884.835399,1858
1782333884.836685,1880
1782333884.838086,1894
1782333884.838144,1869
1782333884.839487,1892
1782333884.840823,1874
1782333884.84213,1884
1782333884.84214,1886
1782333884.8434198,1884
1782333884.844707,1860
1782333884.846005,1871
1782333884.846014,1871
1782333884.847849,1865
1782333884.84936,1862
1782333884.8493671,1988
1782333884.850642,1930
1782333884.851914,1814
1782333884.851918,1852
1782333884.853187,1830
1782333884.854466,1831
1782333884.855773,1885
1782333884.857056,1909
1782333884.8570611,1896
1782333884.858343,1876
1782333884.859632,1859
1782333884.860917,1866
1782333884.8609228,1819
1782333884.8622038,1835
1782333884.863486,1861
1782333884.864783,1848
1782333884.866069,1849
1782333884.866076,1846
1782333884.8673549,1835
1782333884.868628,1833
1782333884.869906,1890
1782333884.8699121,1857
1782333884.8712032,1816
1782333884.8724952,1829
1782333884.873781,1807
1782333884.875067,1782
1782333884.875073,1759
1782333884.876343,1747
1782333884.877853,1751
1782333884.8791249,1761
1782333884.8791292,1769
1782333884.8803961,1765
1782333884.881475,1784
1782333884.882751,1806
1782333884.884039,1794
1782333884.8840451,1802
1782333884.885325,1839
1782333884.886605,1871
1782333884.8878982,1871
1782333884.8879108,1871
1782333884.889204,1865
1782333884.890485,1852
1782333884.8917701,1822
1782333884.8930528,1869
1782333884.8930602,1870
1782333884.8943439,1877
1782333884.895627,1828
1782333884.8969111,1854
1782333884.896917,1882
1782333884.898141,1915
1782333884.899424,1894
1782333884.9007108,2056
1782333884.901993,1789
1782333884.901999,1822
1782333884.903278,1820
1782333884.904563,1848
1782333884.905854,1839
1782333884.907134,1836
1782333884.907139,1850
1782333884.908458,1867
1782333884.908463,1910
1782333884.9097338,1905
1782333884.9110029,1886
1782333884.911007,1879
1782333884.912284,1839
1782333884.913569,1858
1782333884.914856,1859
1782333884.9161432,1891
1782333884.916149,1887
1782333884.9174342,1864
1782333884.91871,1825
1782333884.919997,1852
1782333884.9200041,1836
1782333884.9212868,1842
1782333884.922583,1839
1782333884.9238698,1828
1782333884.925164,1838
1782333884.92517,1814
1782333884.926452,1844
1782333884.927736,1874
1782333884.92902,1879
1782333884.9290261,1884
1782333884.9304059,1839
1782333884.931707,1825
1782333884.933002,1845
1782333884.9330099,1828
1782333884.934301,1858
1782333884.935636,1865
1782333884.93697,1860
1782333884.936979,1846
1782333884.938275,1855
1782333884.939693,1879
1782333884.940979,1878
1782333884.9409852,1887
1782333884.9422562,1849
1782333884.943529,1839
1782333884.944831,1846
1782333884.946115,1839
1782333884.94612,1820
1782333884.9473999,1813
1782333884.948677,1843
1782333884.949964,2076
1782333884.949971,1786
1782333884.951257,1830
1782333884.9525409,1844
1782333884.953823,1836
1782333884.955105,1835
1782333884.955111,1845
1782333884.956394,1850
1782333884.95767,1883
1782333884.958945,1891
1782333884.9589498,1879
1782333884.960223,1869
1782333884.961494,1827
1782333884.96278,1826
1782333884.9640682,1790
1782333884.964074,1793
1782333884.9653492,1807
1782333884.966634,1807
1782333884.9679182,1845
1782333884.9679239,1852
1782333884.969578,1832
1782333884.970878,1813
1782333884.972157,1805
1782333884.972162,1795
1782333884.973429,1812
1782333884.974709,1787
1782333884.975996,1775
1782333884.976002,1762
1782333884.97728,1763
1782333884.97856,1769
1782333884.979841,1763
1782333884.9811451,1810
1782333884.981153,1837
1782333884.98243,1818
1782333884.9837172,1828
1782333884.985004,1834
1782333884.9850109,1871
1782333884.9862888,1870
1782333884.987574,1822
1782333884.988856,1839
1782333884.990249,1867
1782333884.99027,1871
1782333884.991602,1829
1782333884.992913,1847
1782333884.992924,1819
1782333884.994244,1817
1782333884.99557,1829
1782333884.996881,1832
1782333884.996924,1846
1782333884.999488,1852
1782333884.999501,1951
1782333885.0011232,1903
1782333885.001129,1780
1782333885.002433,1828
1782333885.003726,1834
1782333885.005008,1826
1782333885.005012,1874
1782333885.006295,1851
1782333885.0075798,1795
1782333885.008864,1821
1782333885.010219,1870
1782333885.010231,1877
1782333885.011552,1868
1782333885.012867,1858
1782333885.012893,1822
1782333885.014187,1835
1782333885.0154681,1838
1782333885.01676,1858
1782333885.0180721,1890
1782333885.0180821,1870
1782333885.019378,1893
1782333885.020706,1908
1782333885.022007,1869
1782333885.022023,1914
1782333885.023148,1867
1782333885.024448,1860
1782333885.025751,1867
1782333885.027054,1825
1782333885.027065,1832
1782333885.028369,1807
1782333885.029671,1807
1782333885.0309498,1849
1782333885.030954,1829
1782333885.032222,1839
1782333885.0334918,1828
1782333885.034762,1816
1782333885.03602,1839
1782333885.036028,1806
1782333885.03603,1814
1782333885.037345,1850
1782333885.038647,1837
1782333885.0399349,1839
1782333885.039941,1871
1782333885.04123,1828
1782333885.042526,1839
1782333885.043825,1845
1782333885.045137,1861
1782333885.04515,1887
1782333885.046457,1891
1782333885.047783,1865
1782333885.0491,1848
1782333885.049109,1981
1782333885.050391,1720
1782333885.051693,1784
1782333885.052802,1858
1782333885.054124,1867
1782333885.0541298,1826
1782333885.055455,1825
1782333885.0567548,1835
1782333885.0580869,1830
1782333885.0580962,1833
1782333885.059405,1816
1782333885.0607722,1818
1782333885.062099,1817
1782333885.062109,1807
1782333885.0633972,1804
1782333885.064655,1784
1782333885.06595,1821
1782333885.065956,1786
1782333885.067271,1780
1782333885.0684092,1775
1782333885.069458,1783
